Artist and Title;Artist ID;Title ID;Week;T10;Pk;(x?);PkStreams;Total;Date Precision;Release Date;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;uri;track_href;analysis_url;duration_ms;time_signature
The Weeknd-Blinding Lights;1Xyo4u8uXC1ZmMpatF05PJ;0VjIjW4GlUZAMYd2vXMi3b;1737;446;1;(x82);8,453,567;4,340,361,640; day; 2020-03-20;0,513;0,73;1;-5,94;1;0,0598;0,00143;0,0000954;0,0897;0,334;171,001;audio_features;spotify:track:0VjIjW4GlUZAMYd2vXMi3b;https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b;https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b;200040;4
Ed Sheeran-Shape of You;6eUKZXaKkcviH0Ku9w2n3V;7qiZfU4dY1lWllzX7mPBI3;2319;237;1;(x98);9,878,194;3,472,443,106; day; 2017-03-03;0,825;0,652;1;-3,183;0;0,0802;0,581;0;0,0931;0,931;95,977;audio_features;spotify:track:7qiZfU4dY1lWllzX7mPBI3;https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3;https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3;233713;4
Harry Styles-As It Was;6KImCVD70vtIoJWnq6nGn3;4Dvkj6JhhA12EX05fT7y2e;884;426;1;(x81);16,103,849;3,453,419,449; day; 2022-05-20;0,52;0,731;6;-5,338;0;0,0557;0,342;0,00101;0,311;0,662;173,93;audio_features;spotify:track:4Dvkj6JhhA12EX05fT7y2e;https://api.spotify.com/v1/tracks/4Dvkj6JhhA12EX05fT7y2e;https://api.spotify.com/v1/audio-analysis/4Dvkj6JhhA12EX05fT7y2e;167303;4
Lewis Capaldi-Someone You Loved;4GNC7GD6oZMSxPGyXy4MNB;7qEHsqek33rTcFNT9PFqLf;2049;107;4;;3,974,554;3,445,509,799; day; 2019-05-17;0,501;0,405;1;-5,679;1;0,0319;0,751;0;0,105;0,446;109,891;audio_features;spotify:track:7qEHsqek33rTcFNT9PFqLf;https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf;https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf;182161;4
Post Malone-Sunflower - Spider-Man: Into the Spider-Verse;246dkjvS1zLTtiykXe5h60;0RiRZpuVRbi7oqRdSMwhQY;2088;213;1;(x16);5,033,261;3,325,160,255; day; 2019-09-06;0,755;0,522;2;-4,368;1;0,0575;0,533;0;0,0685;0,925;89,96;audio_features;spotify:track:0RiRZpuVRbi7oqRdSMwhQY;https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY;https://api.spotify.com/v1/audio-analysis/0RiRZpuVRbi7oqRdSMwhQY;157560;4
The Kid LAROI-Stay;2tIP7SsRs7vjIcLrU85W8J;5PjdY0CKGZdEuoNab3yDmX;1091;299;1;(x84);10,629,302;3,072,310,865; day; 2021-07-23;0,591;0,764;1;-5,484;1;0,0483;0,0383;0;0,103;0,478;169,928;audio_features;spotify:track:5PjdY0CKGZdEuoNab3yDmX;https://api.spotify.com/v1/tracks/5PjdY0CKGZdEuoNab3yDmX;https://api.spotify.com/v1/audio-analysis/5PjdY0CKGZdEuoNab3yDmX;141806;4
Imagine Dragons-Believer;53XhwfbYqKCa1cC15pYq2q;0pqnGHJpmpxLKifKRmU6WP;2716;;15;;2,572,100;3,008,638,882; day; 2017-06-23;0,776;0,78;10;-4,374;0;0,128;0,0622;0;0,081;0,666;124,949;audio_features;spotify:track:0pqnGHJpmpxLKifKRmU6WP;https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP;https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP;204347;4
Glass Animals-Heat Waves;4yvcSjfu4PC0CYQyLy4wSq;02MWAaffLxlfxAUY7c5dvx;1291;258;1;(x65);5,003,951;2,915,014,250; day; 2020-08-06;0,761;0,525;11;-6,9;1;0,0944;0,44;0,0000067;0,0921;0,531;80,87;audio_features;spotify:track:02MWAaffLxlfxAUY7c5dvx;https://api.spotify.com/v1/tracks/02MWAaffLxlfxAUY7c5dvx;https://api.spotify.com/v1/audio-analysis/02MWAaffLxlfxAUY7c5dvx;238805;4
Billie Eilish-lovely;6qqNVTkY8uBg9cP3Jd7DAH;0u2P5u6lvoDfwTYjAADbn4;2312;;19;;2,085,328;2,843,407,126; day; 2018-04-19;0,351;0,296;4;-10,109;0;0,0333;0,934;0;0,095;0,12;115,284;audio_features;spotify:track:0u2P5u6lvoDfwTYjAADbn4;https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4;https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4;200186;4
Ed Sheeran-Perfect;6eUKZXaKkcviH0Ku9w2n3V;0tgVpDi06FyKpA1z0VMD4v;2560;102;3;(x1);3,690,839;2,800,311,698; day; 2017-03-03;0,599;0,448;8;-6,312;1;0,0232;0,163;0;0,106;0,168;95,05;audio_features;spotify:track:0tgVpDi06FyKpA1z0VMD4v;https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v;https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v;263400;3
The Weeknd-Starboy;1Xyo4u8uXC1ZmMpatF05PJ;7MXVkk9YMctZqd1Srtv4MB;1527;145;1;(x40);5,125,218;2,631,821,507; day; 2016-11-25;0,679;0,587;7;-7,015;1;0,276;0,141;0,00000635;0,137;0,486;186,003;audio_features;spotify:track:7MXVkk9YMctZqd1Srtv4MB;https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB;https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB;230453;4
Harry Styles-Watermelon Sugar;6KImCVD70vtIoJWnq6nGn3;6UelLqGlWMcVH1E5c4H7lY;1562;127;4;;4,321,515;2,596,179,813; day; 2019-12-13;0,548;0,816;0;-4,209;1;0,0465;0,122;0;0,335;0,557;95,39;audio_features;spotify:track:6UelLqGlWMcVH1E5c4H7lY;https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY;https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY;174000;4
Tones And I-Dance Monkey;2NjfBq1NflQcKSeiDooVjY;1rgnBhdG2JDFTbYkYRZAku;1048;286;1;(x120);8,928,593;2,508,984,101; day; 2019-05-10;0,826;0,593;6;-6,401;0;0,0976;0,688;0,000161;0,17;0,541;98,083;audio_features;spotify:track:1rgnBhdG2JDFTbYkYRZAku;https://api.spotify.com/v1/tracks/1rgnBhdG2JDFTbYkYRZAku;https://api.spotify.com/v1/audio-analysis/1rgnBhdG2JDFTbYkYRZAku;209755;4
The Neighbourhood-Sweater Weather;77SW9BnxLY8rJ0RciFqkHh;2QjOHCTQ1Jl3zawyYOpxh6;1552;;19;;3,087,046;2,506,365,090; day; 2013-04-19;0,612;0,807;10;-2,81;1;0,0336;0,0495;0,0177;0,101;0,398;124,053;audio_features;spotify:track:2QjOHCTQ1Jl3zawyYOpxh6;https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6;https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6;240400;4
Drake-One Dance;3TVXtAsR1Inumwj472S9r4;1xznGGDReH1oQq0xzbwXa3;1700;187;1;(x101);7,196,287;2,482,693,520; day; 2016-05-06;0,791;0,619;1;-5,886;1;0,0532;0,00784;0,00423;0,351;0,371;103,989;audio_features;spotify:track:1xznGGDReH1oQq0xzbwXa3;https://api.spotify.com/v1/tracks/1xznGGDReH1oQq0xzbwXa3;https://api.spotify.com/v1/audio-analysis/1xznGGDReH1oQq0xzbwXa3;173987;4
James Arthur-Say You Won't Let Go;4IWBUUAFIplrNtaOHcJPRM;5uCax9HTNlzGybIStD3vDh;2340;97;6;;2,817,950;2,401,087,272; day; 2016-10-28;0,358;0,557;10;-7,398;1;0,059;0,695;0;0,0902;0,494;85,043;audio_features;spotify:track:5uCax9HTNlzGybIStD3vDh;https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh;https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh;211467;4
Tom Odell-Another Love;2txHhyCwHjUEpJjWrEyqyX;7jtQIBanIiJOMS6RyCx6jZ;1234;;11;;3,052,832;2,161,694,927; day; 2013-06-17;0,442;0,538;4;-8,55;0;0,0451;0,717;0,0000295;0,09;0,139;122,758;audio_features;spotify:track:7jtQIBanIiJOMS6RyCx6jZ;https://api.spotify.com/v1/tracks/7jtQIBanIiJOMS6RyCx6jZ;https://api.spotify.com/v1/audio-analysis/7jtQIBanIiJOMS6RyCx6jZ;244360;4
Miley Cyrus-Flowers;5YGY8feqx7naU7z4HrwZM6;4DHcnVTT87F0zZhRPYmZ3B;596;179;1;(x82);18,424,325;2,152,673,140; day; 2023-03-10;0,706;0,691;0;-4,775;1;0,0633;0,0584;0,0000699;0,0232;0,632;118,048;audio_features;spotify:track:4DHcnVTT87F0zZhRPYmZ3B;https://api.spotify.com/v1/tracks/4DHcnVTT87F0zZhRPYmZ3B;https://api.spotify.com/v1/audio-analysis/4DHcnVTT87F0zZhRPYmZ3B;200600;4
Dua Lipa-Don't Start Now;6M2wZ9GZgrQXHCFfjv46we;3PfIrDoz19wz7qK7tYeu62;1151;235;2;(x7);6,100,930;2,094,561,868; day; 2020-03-27;0,793;0,793;11;-4,521;0;0,083;0,0123;0;0,0951;0,679;123,95;audio_features;spotify:track:3PfIrDoz19wz7qK7tYeu62;https://api.spotify.com/v1/tracks/3PfIrDoz19wz7qK7tYeu62;https://api.spotify.com/v1/audio-analysis/3PfIrDoz19wz7qK7tYeu62;183290;4
Post Malone-rockstar;246dkjvS1zLTtiykXe5h60;0e7ipj03S05BNilyu5bRzt;1208;185;1;(x114);7,156,650;2,052,310,834; day; 2018-04-27;0,585;0,52;5;-6,136;0;0,0713;0,124;0,0000775;0,131;0,129;159,798;audio_features;spotify:track:0e7ipj03S05BNilyu5bRzt;https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt;https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt;218147;4
Shawn Mendes-Señorita;7n2wHs1TKAczGzO7Dd2rGr;6v3KW9xbzN5yKLt9YKDYA2;1021;170;1;(x102);9,936,178;2,046,655,077; day; 2019-06-19;0,759;0,548;9;-6,049;0;0,0289;0,0379;0;0,0828;0,75;116,963;audio_features;spotify:track:6v3KW9xbzN5yKLt9YKDYA2;https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2;https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2;190800;4
SZA-Kill Bill;7tYKF4w9nC0nq9CsPZTHyP;1Qrg8KqiBpW07V7PNxwwwL;631;174;1;(x20);8,455,200;2,007,704,719; day; 2022-12-08;0,644;0,735;8;-5,747;1;0,0391;0,0521;0,144;0,161;0,418;88,98;audio_features;spotify:track:1Qrg8KqiBpW07V7PNxwwwL;https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL;https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL;153947;4
Taylor Swift-Cruel Summer;06HL4z0CvFAxyc27GXpf02;1BxfuPKGuaTgP7aM0Bbdwr;572;257;2;(x18);5,405,688;1,979,413,388; day; 2019-08-23;0,552;0,702;9;-5,707;1;0,157;0,117;0,0000206;0,105;0,564;169,994;audio_features;spotify:track:1BxfuPKGuaTgP7aM0Bbdwr;https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr;https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr;178427;4
Elton John-Cold Heart - PNAU Remix;3PhoLpVuITZKcymswpck5b;6JIC3hbC28JZKZ8AlAqX8h;1005;199;2;(x1);5,699,348;1,966,881,278; day; 2021-10-22;0,795;0,8;1;-6,32;1;0,0309;0,0354;0,0000725;0,0915;0,934;116,032;audio_features;spotify:track:6JIC3hbC28JZKZ8AlAqX8h;https://api.spotify.com/v1/tracks/6JIC3hbC28JZKZ8AlAqX8h;https://api.spotify.com/v1/audio-analysis/6JIC3hbC28JZKZ8AlAqX8h;202735;4
Post Malone-Circles;246dkjvS1zLTtiykXe5h60;21jGcNKet2qwijlDFuPiPb;1187;131;1;(x3);7,292,777;1,887,977,040; day; 2019-09-06;0,695;0,763;0;-3,497;1;0,0396;0,189;0,00242;0,0863;0,551;120,042;audio_features;spotify:track:21jGcNKet2qwijlDFuPiPb;https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb;https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb;215280;4
Billie Eilish-bad guy;6qqNVTkY8uBg9cP3Jd7DAH;2Fxmhks0bxGSBdJ92vM42m;947;169;1;(x41);7,220,348;1,884,644,878; day; 2019-03-29;0,701;0,425;7;-10,965;1;0,375;0,328;0,13;0,1;0,562;135,128;audio_features;spotify:track:2Fxmhks0bxGSBdJ92vM42m;https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m;https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m;194088;4
Arctic Monkeys-I Wanna Be Yours;7Ln80lUS6He07XvHI8qqHH;5XeFesFbtLpXzIVDNQP22n;786;;11;;3,186,952;1,866,023,312; day; 2013-09-09;0,464;0,417;0;-9,345;0;0,0256;0,136;0,022;0,0974;0,479;67,528;audio_features;spotify:track:5XeFesFbtLpXzIVDNQP22n;https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n;https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n;183956;4
Manuel Turizo-La Bachata;0tmwSHipWxN12fsoLcFU3B;3tt9i3Hhzq84dPS8H7iSiJ;790;173;3;(x3);4,806,467;1,844,134,639; day; 2023-03-17;0,835;0,679;7;-5,329;0;0,0364;0,583;0,00000198;0,218;0,85;124,98;audio_features;spotify:track:3tt9i3Hhzq84dPS8H7iSiJ;https://api.spotify.com/v1/tracks/3tt9i3Hhzq84dPS8H7iSiJ;https://api.spotify.com/v1/audio-analysis/3tt9i3Hhzq84dPS8H7iSiJ;162638;4
Juice WRLD-Lucid Dreams;4MCBfE4596Uoi2O4DtmEMz;285pBltuF7vW8TeWk8hdRR;1375;110;2;(x6);5,544,528;1,819,372,412; day; 2018-12-10;0,511;0,566;6;-7,23;0;0,2;0,349;0;0,34;0,218;83,903;audio_features;spotify:track:285pBltuF7vW8TeWk8hdRR;https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR;https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR;239836;4
Vance Joy-Riptide;10exVja0key0uqUkk6LJRT;7yq4Qj7cqayVTp3FF9CWbm;2021;;16;;2,526,786;1,787,225,886; day; 2014-09-08;0,484;0,731;1;-6,694;1;0,0379;0,431;0;0,151;0,51;101,654;audio_features;spotify:track:7yq4Qj7cqayVTp3FF9CWbm;https://api.spotify.com/v1/tracks/7yq4Qj7cqayVTp3FF9CWbm;https://api.spotify.com/v1/audio-analysis/7yq4Qj7cqayVTp3FF9CWbm;204280;4
The Chainsmokers-Closer;69GGBxA162lTqCwzJG5jLp;7BKLCZ1jbUBVqRi2FVlTVw;1428;191;1;(x82);6,875,523;1,785,912,968; day; 2016-07-29;0,748;0,524;8;-5,599;1;0,0338;0,414;0;0,111;0,661;95,01;audio_features;spotify:track:7BKLCZ1jbUBVqRi2FVlTVw;https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw;https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw;244960;4
The Weeknd-Die For You;1Xyo4u8uXC1ZmMpatF05PJ;2LBqCSwhJGcFQeTHMVGwy3;974;2;9;;3,554,197;1,783,592,205; day; 2016-11-24;0,586;0,525;1;-7,163;0;0,0615;0,111;0;0,134;0,508;133,629;audio_features;spotify:track:2LBqCSwhJGcFQeTHMVGwy3;https://api.spotify.com/v1/tracks/2LBqCSwhJGcFQeTHMVGwy3;https://api.spotify.com/v1/audio-analysis/2LBqCSwhJGcFQeTHMVGwy3;260253;4
David Guetta-I'm Good (Blue);1Cs0zKBU1kc0i8ypK3B9ai;4uUG5RXrOk84mYEfFvj3cK;734;144;1;(x1);6,863,607;1,767,744,246; day; 2022-08-26;0,561;0,965;7;-3,673;0;0,0343;0,00383;0,00000707;0,371;0,304;128,04;audio_features;spotify:track:4uUG5RXrOk84mYEfFvj3cK;https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK;https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK;175238;4
The Chainsmokers-Something Just Like This;69GGBxA162lTqCwzJG5jLp;6RUKPb4LETWmmr3iAEQktW;1547;86;2;(x14);4,937,390;1,766,335,362; day; 2017-04-07;0,617;0,635;11;-6,769;0;0,0317;0,0498;0,0000144;0,164;0,446;103,019;audio_features;spotify:track:6RUKPb4LETWmmr3iAEQktW;https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW;https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW;247160;4
The Weeknd-Save Your Tears;1Xyo4u8uXC1ZmMpatF05PJ;5QO79kh1waicV47BqGRL3g;1185;89;2;(x28);5,000,774;1,759,616,031; day; 2020-03-20;0,679;0,825;0;-5,487;1;0,0309;0,0212;0,0000121;0,543;0,644;118,049;audio_features;spotify:track:5QO79kh1waicV47BqGRL3g;https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g;https://api.spotify.com/v1/audio-analysis/5QO79kh1waicV47BqGRL3g;215627;4
Coldplay-Yellow;4gzpq5DPGxSnKTe4SA8HAU;3AJwUDP919kvQ9QcozQPxg;1341;;29;;2,630,040;1,716,427,938; day; 2000-07-10;0,429;0,661;11;-7,227;1;0,0281;0,00239;0,000121;0,234;0,285;173,372;audio_features;spotify:track:3AJwUDP919kvQ9QcozQPxg;https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg;https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg;266773;4
Travis Scott-goosebumps;0Y5tJX1MQlPlqiwlOH1tJY;6gBFPUFcJLzWGx4lenP6h2;1806;1;10;;3,297,928;1,711,445,457; day; 2016-09-16;0,841;0,728;7;-3,37;1;0,0484;0,0847;0;0,149;0,43;130,049;audio_features;spotify:track:6gBFPUFcJLzWGx4lenP6h2;https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2;https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2;243837;4
Lady Gaga-Shallow;1HY2Jd0NmPuamShAr6KMms;2VxeLyX666F8uXCJ0dZF8B;1259;79;2;(x6);5,451,577;1,707,756,803; day; 2018-10-05;0,577;0,385;7;-6,362;1;0,03;0,371;0;0,231;0,331;95,82;audio_features;spotify:track:2VxeLyX666F8uXCJ0dZF8B;https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B;https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B;215733;4
OneRepublic-I Ain't Worried;5Pwc4xIPtQLFEnJriah9YJ;4fYte8ZvTK14NEhAOZocBi;791;53;7;;3,861,127;1,656,766,976; day; 2023-02-15;0,696;0,797;0;-6,477;1;0,0436;0,0808;0,0000712;0,0682;0,81;139,999;audio_features;spotify:track:4fYte8ZvTK14NEhAOZocBi;https://api.spotify.com/v1/tracks/4fYte8ZvTK14NEhAOZocBi;https://api.spotify.com/v1/audio-analysis/4fYte8ZvTK14NEhAOZocBi;148120;4
Jung Kook-Seven;6HaGTQPmzraVmaVxvz6EUc;7x9aauaA9cu6tyfpHnqDLo;414;153;1;(x71);17,902,017;1,647,433,946; day; 2023-07-14;0,788;0,841;11;-3,955;1;0,0432;0,301;0;0,0772;0,904;124,986;audio_features;spotify:track:7x9aauaA9cu6tyfpHnqDLo;https://api.spotify.com/v1/tracks/7x9aauaA9cu6tyfpHnqDLo;https://api.spotify.com/v1/audio-analysis/7x9aauaA9cu6tyfpHnqDLo;184400;4
Lil Nas X-INDUSTRY BABY;7jVv8c5Fj3E9VhNjxT4snq;5Z9KJZvQzH6PFmb8SNkxuk;564;275;2;(x61);8,808,346;1,629,821,771; day; 2021-09-17;0,741;0,691;10;-7,395;0;0,0672;0,0221;0;0,0476;0,892;150,087;audio_features;spotify:track:5Z9KJZvQzH6PFmb8SNkxuk;https://api.spotify.com/v1/tracks/5Z9KJZvQzH6PFmb8SNkxuk;https://api.spotify.com/v1/audio-analysis/5Z9KJZvQzH6PFmb8SNkxuk;212353;4
Olivia Rodrigo-good 4 u;1McMsnEElThX1knmY4oliG;4ZtFanR9U6ndgddUvNcjcG;549;121;1;(x47);12,586,645;1,622,311,439; day; 2021-05-21;0,563;0,664;9;-5,044;1;0,154;0,335;0;0,0849;0,688;166,928;audio_features;spotify:track:4ZtFanR9U6ndgddUvNcjcG;https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG;https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG;178147;4
Bad Bunny-Me Porto Bonito;4q3ewBCX7sLwd24euuV69X;6Sq7ltF9Qa7SNFBsV5Cogx;576;176;2;(x5);8,738,392;1,606,842,723; day; 2022-05-06;0,911;0,712;1;-5,105;0;0,0817;0,0901;0,0000268;0,0933;0,425;92,005;audio_features;spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx;https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx;https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx;178567;4
Olivia Rodrigo-drivers license;1McMsnEElThX1knmY4oliG;5wANPM4fQCJwkGd4rN57mH;692;112;1;(x67);13,714,177;1,595,963,086; day; 2021-05-21;0,561;0,431;10;-8,81;1;0,0578;0,768;0,0000142;0,106;0,137;143,875;audio_features;spotify:track:5wANPM4fQCJwkGd4rN57mH;https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH;https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH;242013;4
Dua Lipa-Levitating;6M2wZ9GZgrQXHCFfjv46we;5nujrmhLynf4yMoMtj8AQF;812;80;4;;4,626,710;1,581,427,006; day; 2020-03-27;0,702;0,825;6;-3,787;0;0,0601;0,00883;0;0,0674;0,915;102,977;audio_features;spotify:track:5nujrmhLynf4yMoMtj8AQF;https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF;https://api.spotify.com/v1/audio-analysis/5nujrmhLynf4yMoMtj8AQF;203064;4
OneRepublic-Counting Stars;5Pwc4xIPtQLFEnJriah9YJ;2tpWsVSb9UEmDRxAl1zhX1;1940;;31;;1,717,699;1,580,150,583; day; 2013-01-01;0,663;0,706;1;-4,972;0;0,0383;0,0654;0;0,118;0,474;122,013;audio_features;spotify:track:2tpWsVSb9UEmDRxAl1zhX1;https://api.spotify.com/v1/tracks/2tpWsVSb9UEmDRxAl1zhX1;https://api.spotify.com/v1/audio-analysis/2tpWsVSb9UEmDRxAl1zhX1;257267;4
Hozier-Take Me To Church;2FXC3k01G6Gw61bmprjgqS;3dYD57lRAUcMHufyqn9GcI;1782;139;1;(x30);2,140,282;1,560,735,539; day; 2014-09-19;0,575;0,664;4;-5,303;0;0,0481;0,637;0;0,116;0,437;129,071;audio_features;spotify:track:3dYD57lRAUcMHufyqn9GcI;https://api.spotify.com/v1/tracks/3dYD57lRAUcMHufyqn9GcI;https://api.spotify.com/v1/audio-analysis/3dYD57lRAUcMHufyqn9GcI;241688;4
Ariana Grande-7 rings;66CXWjxzNUsdJxJ2JdwvnR;6ocbgoVGwYJhOv1GgI9NsF;1000;112;1;(x68);10,445,538;1,527,094,696; day; 2019-02-08;0,777;0,317;1;-10,732;0;0,308;0,591;0;0,0881;0,33;139,848;audio_features;spotify:track:6ocbgoVGwYJhOv1GgI9NsF;https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF;https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF;178627;4
Mariah Carey-All I Want for Christmas Is You;4iHNK0tOyZPYnBU7nGAgpQ;0bYg9bo50gSsH3LtXe2SQn;501;209;1;(x74);23,701,697;1,509,480,530; day; 1994-10-28;0,336;0,627;7;-7,463;1;0,0384;0,164;0;0,0708;0,35;150,273;audio_features;spotify:track:0bYg9bo50gSsH3LtXe2SQn;https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn;https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn;241107;4
XXXTENTACION-SAD!;15UsOTVnJzReFVN1VCnxy4;3ee8Jmje8o58CHK66QrVC2;1139;77;1;(x10);10,415,088;1,501,007,363; day; 2018-03-16;0,74;0,613;8;-4,88;1;0,145;0,258;0,00372;0,123;0,473;75,023;audio_features;spotify:track:3ee8Jmje8o58CHK66QrVC2;https://api.spotify.com/v1/tracks/3ee8Jmje8o58CHK66QrVC2;https://api.spotify.com/v1/audio-analysis/3ee8Jmje8o58CHK66QrVC2;166606;4
Taylor Swift-Anti-Hero;06HL4z0CvFAxyc27GXpf02;0V3wPSX9ygBnCm8psDIegu;548;85;1;(x20);17,390,253;1,495,696,849; day; 2022-10-21;0,633;0,648;4;-6,645;1;0,062;0,121;0,00000262;0,161;0,49;96,888;audio_features;spotify:track:0V3wPSX9ygBnCm8psDIegu;https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu;https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu;200690;4
Queen-Bohemian Rhapsody - Remastered 2011;1dfeR4HaWDbWqFHLkxsg1d;4u7EnebtmKWzUH433cf5Qv;1568;3;10;;2,728,139;1,481,297,086; day; 1975-11-21;0,411;0,404;0;-9,928;0;0,0511;0,271;0;0,3;0,226;71,068;audio_features;spotify:track:4u7EnebtmKWzUH433cf5Qv;https://api.spotify.com/v1/tracks/4u7EnebtmKWzUH433cf5Qv;https://api.spotify.com/v1/audio-analysis/4u7EnebtmKWzUH433cf5Qv;354320;4
Bizarrap-Quevedo: Bzrp Music Sessions, Vol. 52;716NhGYqD1jl2wI1Qkgq36;2tTmW7RDtMQtBk7m2rYeSw;480;154;1;(x55);8,623,941;1,475,187,557; day; 2022-07-06;0,621;0,782;2;-5,548;1;0,044;0,0125;0,033;0,23;0,55;128,033;audio_features;spotify:track:2tTmW7RDtMQtBk7m2rYeSw;https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw;https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw;198938;4
XXXTENTACION-Jocelyn Flores;15UsOTVnJzReFVN1VCnxy4;7m9OqQk4RVRkw9JJdeAw96;1481;9;2;(x3);7,900,110;1,447,811,195; day; 2017-08-25;0,872;0,391;0;-9,144;0;0,242;0,469;0,00000413;0,297;0,437;134,021;audio_features;spotify:track:7m9OqQk4RVRkw9JJdeAw96;https://api.spotify.com/v1/tracks/7m9OqQk4RVRkw9JJdeAw96;https://api.spotify.com/v1/audio-analysis/7m9OqQk4RVRkw9JJdeAw96;119133;4
