Artist and Title;Artist ID;Title ID;Week;T10;Pk;(x?);PkStreams;Total;Date Precision;Release Date;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;uri;track_href;analysis_url;duration_ms;time_signature
Lil Tjay-In My Head;6jGMq4yGs7aQzuGsMgVgZR;1HvTxgCj0mTzQlEo0zLvFb;46;;20;;2,334,194;58,411,060; day; 2022-04-01;0,684;0,545;1;-6,885;1;0,121;0,159;0;0,102;0,407;143,049;audio_features;spotify:track:1HvTxgCj0mTzQlEo0zLvFb;https://api.spotify.com/v1/tracks/1HvTxgCj0mTzQlEo0zLvFb;https://api.spotify.com/v1/audio-analysis/1HvTxgCj0mTzQlEo0zLvFb;135264;4
Post Malone-Same Bitches;246dkjvS1zLTtiykXe5h60;688QpQAwqsLdBR6lr13wK1;49;;16;;3,971,526;58,241,930; day; 2018-04-27;0,731;0,774;10;-5,273;0;0,0555;0,434;0,00000334;0,114;0,22;100,005;audio_features;spotify:track:688QpQAwqsLdBR6lr13wK1;https://api.spotify.com/v1/tracks/688QpQAwqsLdBR6lr13wK1;https://api.spotify.com/v1/audio-analysis/688QpQAwqsLdBR6lr13wK1;212467;4
Daddy Yankee-Don Don;4VMYDCV2IEDYJArk749S6m;3kml9ZdpT7UYk1ugkjqOzt;67;;86;;1,064,178;58,221,825; day; 2020-09-11;0,838;0,819;5;-4,681;0;0,211;0,285;0,000063;0,224;0,656;105,027;audio_features;spotify:track:3kml9ZdpT7UYk1ugkjqOzt;https://api.spotify.com/v1/tracks/3kml9ZdpT7UYk1ugkjqOzt;https://api.spotify.com/v1/audio-analysis/3kml9ZdpT7UYk1ugkjqOzt;275893;4
21 Savage-née-nah;1URnnhqYAYcrqrcwql10ft;2yUzr8Sr6ldG8vmHhZwTnz;29;1;7;;4,302,555;58,078,529; day; 2024-01-12;0,681;0,758;1;-6,524;1;0,188;0,00465;0;0,555;0,331;165,409;audio_features;spotify:track:2yUzr8Sr6ldG8vmHhZwTnz;https://api.spotify.com/v1/tracks/2yUzr8Sr6ldG8vmHhZwTnz;https://api.spotify.com/v1/audio-analysis/2yUzr8Sr6ldG8vmHhZwTnz;220584;4
Tom Walker-Just You and I;7z2avKuuiMAT4XZJFv8Rvh;03x2rVJRFUrvwlfxoHd9Mo;68;;79;;1,107,988;58,037,838; day; 2019-03-01;0,567;0,696;9;-5,416;1;0,301;0,456;0;0,113;0,544;92,061;audio_features;spotify:track:03x2rVJRFUrvwlfxoHd9Mo;https://api.spotify.com/v1/tracks/03x2rVJRFUrvwlfxoHd9Mo;https://api.spotify.com/v1/audio-analysis/03x2rVJRFUrvwlfxoHd9Mo;174983;4
TWICE-Talk that Talk;7n2Ycct7Beij7Dj7meI4X0;0kqTXMHiQiB7IECD0WwcPq;49;;49;;1,769,615;57,988,318; day; 2022-08-26;0,774;0,905;3;-2,432;0;0,122;0,143;0;0,332;0,768;119,964;audio_features;spotify:track:0kqTXMHiQiB7IECD0WwcPq;https://api.spotify.com/v1/tracks/0kqTXMHiQiB7IECD0WwcPq;https://api.spotify.com/v1/audio-analysis/0kqTXMHiQiB7IECD0WwcPq;177467;4
Sia-Alive;5WUlDfRSoLAfcVSX1WnrxN;05cXQMJcrM9msUYu11mOrs;169;;57;;503,742;57,925,294; day; 2015-09-24;0,32;0,752;6;-4,91;0;0,056;0,289;0,000101;0,102;0,392;98,88;audio_features;spotify:track:05cXQMJcrM9msUYu11mOrs;https://api.spotify.com/v1/tracks/05cXQMJcrM9msUYu11mOrs;https://api.spotify.com/v1/audio-analysis/05cXQMJcrM9msUYu11mOrs;263893;4
Iggy Azalea-Fancy;5yG7ZAZafVaAlMTeBybKAL;3sP10QGbhzgW966egoIjcA;99;2;7;;869,420;57,907,610; day; 2014-01-01;0,927;0,655;8;-5,419;1;0,12;0,0726;0;0,0456;0,326;94,997;audio_features;spotify:track:3sP10QGbhzgW966egoIjcA;https://api.spotify.com/v1/tracks/3sP10QGbhzgW966egoIjcA;https://api.spotify.com/v1/audio-analysis/3sP10QGbhzgW966egoIjcA;219789;4
PSY-That That (prod. & feat. SUGA of BTS);2dd5mrQZvg6SmahdgVKDzh;5oH4DQAuu1J1800RzUsBWa;42;;16;;2,517,725;57,882,567; day; 2022-04-29;0,905;0,962;4;-3,197;1;0,0856;0,0299;0;0,0272;0,906;129,969;audio_features;spotify:track:5oH4DQAuu1J1800RzUsBWa;https://api.spotify.com/v1/tracks/5oH4DQAuu1J1800RzUsBWa;https://api.spotify.com/v1/audio-analysis/5oH4DQAuu1J1800RzUsBWa;174647;4
Oxlade-KU LO SA - A COLORS SHOW;3WTrdbZU99dgTtt3ZkyamT;2WigMwGJysIh9fRnSJvpjn;53;;91;;1,294,961;57,760,864; day; 2022-06-10;0,649;0,655;10;-5,534;0;0,0652;0,307;0;0,22;0,793;92,9;audio_features;spotify:track:2WigMwGJysIh9fRnSJvpjn;https://api.spotify.com/v1/tracks/2WigMwGJysIh9fRnSJvpjn;https://api.spotify.com/v1/audio-analysis/2WigMwGJysIh9fRnSJvpjn;147581;4
Malu-Disco Arranhado - Funk Remix;3fll16LLw6kdDxWzSpJPEQ;2Gjt4rUHBUH0rMKpBg0hF4;62;;58;;1,361,750;57,728,893; day; 2021-01-22;0,747;0,725;2;-2,564;0;0,363;0,551;0;0,0626;0,904;129,96;audio_features;spotify:track:2Gjt4rUHBUH0rMKpBg0hF4;https://api.spotify.com/v1/tracks/2Gjt4rUHBUH0rMKpBg0hF4;https://api.spotify.com/v1/audio-analysis/2Gjt4rUHBUH0rMKpBg0hF4;125558;4
SAYGRACE-You Don't Own Me;6y5amJcTjeDgLXIjtQLMst;6KI1ZpZWYAJLvmVhCJz65G;112;;58;;870,376;57,695,937; day; 2016-07-01;0,332;0,635;7;-5,653;1;0,0898;0,159;0,00000279;0,0599;0,261;186,249;audio_features;spotify:track:6KI1ZpZWYAJLvmVhCJz65G;https://api.spotify.com/v1/tracks/6KI1ZpZWYAJLvmVhCJz65G;https://api.spotify.com/v1/audio-analysis/6KI1ZpZWYAJLvmVhCJz65G;201493;3
Lunay-Soltera (Remix);47MpMsUfWtgyIIBEFOr4FE;2qMnZF5Ja2WvmfbblByQza;32;;23;;2,111,959;57,546,735; day; 2019-05-01;0,795;0,755;5;-4,788;1;0,0454;0,327;0;0,464;0,816;92,02;audio_features;spotify:track:2qMnZF5Ja2WvmfbblByQza;https://api.spotify.com/v1/tracks/2qMnZF5Ja2WvmfbblByQza;https://api.spotify.com/v1/audio-analysis/2qMnZF5Ja2WvmfbblByQza;266192;4
Lil Skies-i;7d3WFRME3vBY2cgoP38RDo;4ZT9FnbFu1PaBfV3itxiqT;74;;56;;1,291,747;57,532,684; day; 2019-03-01;0,649;0,453;6;-7,28;1;0,085;0,627;0;0,116;0,431;99,183;audio_features;spotify:track:4ZT9FnbFu1PaBfV3itxiqT;https://api.spotify.com/v1/tracks/4ZT9FnbFu1PaBfV3itxiqT;https://api.spotify.com/v1/audio-analysis/4ZT9FnbFu1PaBfV3itxiqT;181891;4
Taylor Swift-champagne problems;06HL4z0CvFAxyc27GXpf02;0sY6ZUTh4yoctD8VIXz339;43;2;3;(x1);5,799,455;57,514,543; day; 2020-12-11;0,462;0,24;0;-12,077;1;0,0377;0,92;0;0,113;0,32;171,319;audio_features;spotify:track:0sY6ZUTh4yoctD8VIXz339;https://api.spotify.com/v1/tracks/0sY6ZUTh4yoctD8VIXz339;https://api.spotify.com/v1/audio-analysis/0sY6ZUTh4yoctD8VIXz339;244000;4
Charlie Puth-Done for Me;6VuMaDnrHyPL1p4EHjYLi7;1lsBTdE6MGsKeZCD6llNu7;77;;72;;1,017,897;57,504,474; day; 2018-05-11;0,856;0,632;6;-3,692;0;0,074;0,193;0;0,0688;0,697;112,009;audio_features;spotify:track:1lsBTdE6MGsKeZCD6llNu7;https://api.spotify.com/v1/tracks/1lsBTdE6MGsKeZCD6llNu7;https://api.spotify.com/v1/audio-analysis/1lsBTdE6MGsKeZCD6llNu7;180493;4
Tiësto-Wasted;2o5jDhtHVPhrJdv3cEQ99Z;7m3povhdMDLZwuEKak0l0n;189;;15;;647,206;57,443,398; day; 2014-06-13;0,638;0,816;2;-5,503;1;0,0308;0,00149;0,00115;0,195;0,386;112,014;audio_features;spotify:track:7m3povhdMDLZwuEKak0l0n;https://api.spotify.com/v1/tracks/7m3povhdMDLZwuEKak0l0n;https://api.spotify.com/v1/audio-analysis/7m3povhdMDLZwuEKak0l0n;190014;4
Bizarrap-Entre las de 20;716NhGYqD1jl2wI1Qkgq36;61OsemtnuPJ5R0LMEkw60S;34;;32;;2,627,149;57,422,371; day; 2024-04-02;0,774;0,736;7;-6,157;0;0,0452;0,0933;0;0,112;0,685;135,788;audio_features;spotify:track:61OsemtnuPJ5R0LMEkw60S;https://api.spotify.com/v1/tracks/61OsemtnuPJ5R0LMEkw60S;https://api.spotify.com/v1/audio-analysis/61OsemtnuPJ5R0LMEkw60S;168512;3
Selena Gomez-Single Soon;0C8ZW7ezQVs4URX5aX7Kqx;6iF4RgIjDvDqyW13PezSj3;33;1;10;;3,879,835;57,367,493; day; 2023-08-25;0,61;0,571;2;-5,649;1;0,0782;0,00863;0;0,131;0,747;105,01;audio_features;spotify:track:6iF4RgIjDvDqyW13PezSj3;https://api.spotify.com/v1/tracks/6iF4RgIjDvDqyW13PezSj3;https://api.spotify.com/v1/audio-analysis/6iF4RgIjDvDqyW13PezSj3;171655;4
Juice WRLD-Already Dead;4MCBfE4596Uoi2O4DtmEMz;7qM1BWAsZMTYh4BcYLb0uQ;40;;14;;3,704,299;57,299,790; day; 2021-11-12;0,74;0,501;1;-6,339;1;0,0592;0,019;0;0,114;0,119;83,5;audio_features;spotify:track:7qM1BWAsZMTYh4BcYLb0uQ;https://api.spotify.com/v1/tracks/7qM1BWAsZMTYh4BcYLb0uQ;https://api.spotify.com/v1/audio-analysis/7qM1BWAsZMTYh4BcYLb0uQ;231011;4
Manuel Turizo-Te Quemaste;0tmwSHipWxN12fsoLcFU3B;4fj7e6Tc48Bmomwyz2Z2XC;77;;115;;897,914;57,287,205; day; 2019-08-23;0,729;0,773;0;-2,486;1;0,131;0,611;0,00106;0,287;0,718;176,053;audio_features;spotify:track:4fj7e6Tc48Bmomwyz2Z2XC;https://api.spotify.com/v1/tracks/4fj7e6Tc48Bmomwyz2Z2XC;https://api.spotify.com/v1/audio-analysis/4fj7e6Tc48Bmomwyz2Z2XC;199091;4
Nelly-The Fix;2gBjLmx6zQnFGQJCAQpRgw;33QRsLBBdWDYgCZfWEZqR6;161;;75;;497,411;57,275,712; day; 2015-08-14;0,812;0,479;8;-6,47;1;0,0429;0,0485;0;0,102;0,0873;95,505;audio_features;spotify:track:33QRsLBBdWDYgCZfWEZqR6;https://api.spotify.com/v1/tracks/33QRsLBBdWDYgCZfWEZqR6;https://api.spotify.com/v1/audio-analysis/33QRsLBBdWDYgCZfWEZqR6;173045;4
Robin Schulz-Sun Goes Down;3t5xRXzsuZmMDkQzgOX35S;4zLBcDtvYNVtF9fnG6lme3;220;;49;;448,868;57,271,886; day; 2014-09-16;0,548;0,723;6;-6,002;1;0,0375;0,0969;0,0000128;0,337;0,499;125,088;audio_features;spotify:track:4zLBcDtvYNVtF9fnG6lme3;https://api.spotify.com/v1/tracks/4zLBcDtvYNVtF9fnG6lme3;https://api.spotify.com/v1/audio-analysis/4zLBcDtvYNVtF9fnG6lme3;179960;4
Galantis-Hunter;4sTQVOfp9vEMCemLw50sbu;3caMfJGFp53NAH2TuigdNj;102;;102;;716,044;57,224,806; day; 2017-05-05;0,509;0,712;7;-5,747;1;0,111;0,186;0;0,102;0,653;99,831;audio_features;spotify:track:3caMfJGFp53NAH2TuigdNj;https://api.spotify.com/v1/tracks/3caMfJGFp53NAH2TuigdNj;https://api.spotify.com/v1/audio-analysis/3caMfJGFp53NAH2TuigdNj;183229;4
Pitbull-Fun;0TnOYISbd1XYRBk9myaseg;6Zo3wgDE076K2AuiGZF3CS;150;;32;;869,641;57,099,838; day; 2014-11-21;0,793;0,774;0;-3,667;0;0,0478;0,156;0;0,193;0,547;113,967;audio_features;spotify:track:6Zo3wgDE076K2AuiGZF3CS;https://api.spotify.com/v1/tracks/6Zo3wgDE076K2AuiGZF3CS;https://api.spotify.com/v1/audio-analysis/6Zo3wgDE076K2AuiGZF3CS;202307;4
Anuel AA-Reggaetonera;2R21vXR83lH98kGeO99Y66;6yVkakCN460KOVol9ZazjH;75;;72;;1,229,434;57,054,204; day; 2020-05-29;0,694;0,796;6;-4,164;1;0,0565;0,48;0,000384;0,108;0,515;93,064;audio_features;spotify:track:6yVkakCN460KOVol9ZazjH;https://api.spotify.com/v1/tracks/6yVkakCN460KOVol9ZazjH;https://api.spotify.com/v1/audio-analysis/6yVkakCN460KOVol9ZazjH;212312;4
Sachin-Jigar-Phir Aur Kya Chahiye;1mBydYMVBECdDmMfE2sEUO;5QW9K4A1gMnIi94YUxtsfM;40;;58;;1,948,653;56,998,803; day; 2023-05-16;0,556;0,552;4;-5,875;1;0,0373;0,531;0;0,121;0,531;100,051;audio_features;spotify:track:5QW9K4A1gMnIi94YUxtsfM;https://api.spotify.com/v1/tracks/5QW9K4A1gMnIi94YUxtsfM;https://api.spotify.com/v1/audio-analysis/5QW9K4A1gMnIi94YUxtsfM;266075;4
FIFTY FIFTY-Cupid;4GJ6xDCF5jaUqD6avOuQT6;5mg3VB3Qh7jcR5kAAC4DSV;47;;90;;1,396,233;56,962,408; day; 2023-02-24;0,774;0,66;2;-8,2;1;0,0328;0,662;0;0,4;0,961;120,023;audio_features;spotify:track:5mg3VB3Qh7jcR5kAAC4DSV;https://api.spotify.com/v1/tracks/5mg3VB3Qh7jcR5kAAC4DSV;https://api.spotify.com/v1/audio-analysis/5mg3VB3Qh7jcR5kAAC4DSV;174253;4
LISA-New Woman;5L1lO4eRHmJ7a0Q6csE5cT;7ov3TDp5D00Rnu5R1viX4w;15;3;4;;6,007,496;56,822,918; day; 2024-08-15;0,477;0,854;7;-4,715;1;0,275;0,0858;0;0,065;0,314;140,515;audio_features;spotify:track:7ov3TDp5D00Rnu5R1viX4w;https://api.spotify.com/v1/tracks/7ov3TDp5D00Rnu5R1viX4w;https://api.spotify.com/v1/audio-analysis/7ov3TDp5D00Rnu5R1viX4w;179790;5
Billie Eilish-BITTERSUITE;6qqNVTkY8uBg9cP3Jd7DAH;7DpUoxGSdlDHfqCYj0otzU;26;;21;;5,277,647;56,712,973; day; 2024-05-17;0,521;0,254;9;-14,409;0;0,0399;0,815;0,884;0,114;0,153;125,021;audio_features;spotify:track:7DpUoxGSdlDHfqCYj0otzU;https://api.spotify.com/v1/tracks/7DpUoxGSdlDHfqCYj0otzU;https://api.spotify.com/v1/audio-analysis/7DpUoxGSdlDHfqCYj0otzU;298440;4
The Weeknd-Wasted Times;1Xyo4u8uXC1ZmMpatF05PJ;72TyiiduRmczEbDIEtKQdR;36;4;5;;3,936,324;56,672,236; day; 2018-03-30;0,562;0,674;10;-6,049;0;0,0851;0,622;0,0000204;0,111;0,293;122,699;audio_features;spotify:track:72TyiiduRmczEbDIEtKQdR;https://api.spotify.com/v1/tracks/72TyiiduRmczEbDIEtKQdR;https://api.spotify.com/v1/audio-analysis/72TyiiduRmczEbDIEtKQdR;220293;4
DJ Ivis-Esquema Preferido;0RPzmE1iY76tx1eBBXFyYn;27X3qzgB0Show6qfw5wNOK;64;;61;;1,269,917;56,558,088; day; 2020-11-26;0,669;0,812;5;-4,597;1;0,11;0,256;0;0,0773;0,917;159,934;audio_features;spotify:track:27X3qzgB0Show6qfw5wNOK;https://api.spotify.com/v1/tracks/27X3qzgB0Show6qfw5wNOK;https://api.spotify.com/v1/audio-analysis/27X3qzgB0Show6qfw5wNOK;189463;4
Matoma-Old Thing Back;4YXycRbyyAE0wozTk7QMEq;6HTJZ0TQJVMSKkUGzAOe2h;136;;36;;816,339;56,533,197; day; 2015-02-17;0,805;0,858;0;-3,067;1;0,105;0,194;0,00000789;0,256;0,523;97,033;audio_features;spotify:track:6HTJZ0TQJVMSKkUGzAOe2h;https://api.spotify.com/v1/tracks/6HTJZ0TQJVMSKkUGzAOe2h;https://api.spotify.com/v1/audio-analysis/6HTJZ0TQJVMSKkUGzAOe2h;321649;4
Metro Boomin-10 Freaky Girls;0iEtIxbK0KxaSlF7G42ZOp;0AluA5RNsa4Cx6XRhf2hWZ;60;;33;;1,633,721;56,511,582; day; 2018-11-06;0,797;0,353;6;-9,931;0;0,369;0,59;0;0,102;0,0731;87,997;audio_features;spotify:track:0AluA5RNsa4Cx6XRhf2hWZ;https://api.spotify.com/v1/tracks/0AluA5RNsa4Cx6XRhf2hWZ;https://api.spotify.com/v1/audio-analysis/0AluA5RNsa4Cx6XRhf2hWZ;208293;4
Jason Derulo-Try Me;07YZf4WDAMNwqr4jfgOZ8y;4tg1G3X26wDTmQbipgxhp5;179;;51;;571,103;56,511,195; day; 2015-05-29;0,579;0,68;8;-5,634;1;0,076;0,0157;0;0,0699;0,211;100,033;audio_features;spotify:track:4tg1G3X26wDTmQbipgxhp5;https://api.spotify.com/v1/tracks/4tg1G3X26wDTmQbipgxhp5;https://api.spotify.com/v1/audio-analysis/4tg1G3X26wDTmQbipgxhp5;200240;4
Nicki Minaj-The Night Is Still Young;0hCNtLu0JehylgoiP8L4Gh;4bBrKDo8rchikwZOtmXbIH;166;;51;;619,197;56,463,958; day; 2014-12-15;0,655;0,692;1;-6,145;0;0,0563;0,00209;0,00286;0,128;0,694;128,008;audio_features;spotify:track:4bBrKDo8rchikwZOtmXbIH;https://api.spotify.com/v1/tracks/4bBrKDo8rchikwZOtmXbIH;https://api.spotify.com/v1/audio-analysis/4bBrKDo8rchikwZOtmXbIH;227560;4
PEDRO SAMPAIO-GALOPA;5wbf52LA6kcaboHSN6NEF1;2wG1R0uDFwyobcWzVssC1J;62;;46;;1,354,594;56,407,335; day; 2021-09-16;0,763;0,85;1;-4,036;0;0,0409;0,285;0;0,104;0,77;150,009;audio_features;spotify:track:2wG1R0uDFwyobcWzVssC1J;https://api.spotify.com/v1/tracks/2wG1R0uDFwyobcWzVssC1J;https://api.spotify.com/v1/audio-analysis/2wG1R0uDFwyobcWzVssC1J;140500;4
Taylor Swift-Blank Space (Taylor's Version);06HL4z0CvFAxyc27GXpf02;45wMBGri1PORPjM9PwFfrS;25;2;3;(x1);10,359,947;56,332,059; day; 2023-10-26;0,732;0,719;0;-5,469;1;0,0645;0,0901;0;0,331;0,71;96,035;audio_features;spotify:track:45wMBGri1PORPjM9PwFfrS;https://api.spotify.com/v1/tracks/45wMBGri1PORPjM9PwFfrS;https://api.spotify.com/v1/audio-analysis/45wMBGri1PORPjM9PwFfrS;231833;4
Lomiiel-HAY LUPITA;2rMFPjySMqkgBajkLKL6zo;5jFA0f4ZDGLbQP4nxzL8D4;39;;68;;1,869,221;56,296,544; day; 2024-03-28;0,845;0,583;0;-3,455;1;0,287;0,00204;0,000459;0,11;0,903;145,078;audio_features;spotify:track:5jFA0f4ZDGLbQP4nxzL8D4;https://api.spotify.com/v1/tracks/5jFA0f4ZDGLbQP4nxzL8D4;https://api.spotify.com/v1/audio-analysis/5jFA0f4ZDGLbQP4nxzL8D4;105836;4
BANDIDO-No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK];7CSpCpNGTK9589bTi44SzE;7COGuXyTr12KvdaYXMqheC;64;;98;;1,069,450;56,203,420; day; 2021-06-16;0,773;0,811;1;-2,088;0;0,0864;0,275;0,0000229;0,0781;0,928;180,039;audio_features;spotify:track:7COGuXyTr12KvdaYXMqheC;https://api.spotify.com/v1/tracks/7COGuXyTr12KvdaYXMqheC;https://api.spotify.com/v1/audio-analysis/7COGuXyTr12KvdaYXMqheC;280274;4
Logic-44 More;4xRYI6VqpkE3UwrDrAZL8L;3e7Y6sfFlIdBMJhX7wpqVO;54;;28;;1,862,587;56,188,872; day; 2018-03-09;0,824;0,584;10;-7,098;0;0,219;0,072;0;0,106;0,219;139,966;audio_features;spotify:track:3e7Y6sfFlIdBMJhX7wpqVO;https://api.spotify.com/v1/tracks/3e7Y6sfFlIdBMJhX7wpqVO;https://api.spotify.com/v1/audio-analysis/3e7Y6sfFlIdBMJhX7wpqVO;188600;4
Taylor Swift-The Man;06HL4z0CvFAxyc27GXpf02;3RauEVgRgj1IuWdJ9fDs70;35;5;4;;4,612,079;55,994,906; day; 2019-08-23;0,777;0,658;0;-5,191;1;0,054;0,0767;0;0,0901;0,633;110,048;audio_features;spotify:track:3RauEVgRgj1IuWdJ9fDs70;https://api.spotify.com/v1/tracks/3RauEVgRgj1IuWdJ9fDs70;https://api.spotify.com/v1/audio-analysis/3RauEVgRgj1IuWdJ9fDs70;190360;4
Jorja Smith-Be Honest;1CoZyIx7UvdxT5c8UkMzHd;5pAbCxt9e3f81lOmjIXwzd;73;;106;;901,180;55,941,878; day; 2019-08-16;0,757;0,737;4;-6,728;0;0,114;0,311;0;0,113;0,635;98,057;audio_features;spotify:track:5pAbCxt9e3f81lOmjIXwzd;https://api.spotify.com/v1/tracks/5pAbCxt9e3f81lOmjIXwzd;https://api.spotify.com/v1/audio-analysis/5pAbCxt9e3f81lOmjIXwzd;207031;4
Eden Muñoz-Abcdario;1gJdf4Yybu4X5A2xYV3NMV;0qCPD6ilr9nXkI4KVZgcns;37;;46;;2,107,527;55,927,416; day; 2023-05-13;0,703;0,429;8;-9,076;1;0,0308;0,783;0,00000148;0,113;0,416;129,034;audio_features;spotify:track:0qCPD6ilr9nXkI4KVZgcns;https://api.spotify.com/v1/tracks/0qCPD6ilr9nXkI4KVZgcns;https://api.spotify.com/v1/audio-analysis/0qCPD6ilr9nXkI4KVZgcns;220650;4
Drake-Childs Play;3TVXtAsR1Inumwj472S9r4;0k9RIzZtAo4DTQu0ZM6lNZ;134;;58;;828,334;55,911,012; day; 2016-05-13;0,745;0,473;10;-11,243;0;0,0955;0,017;0,0000112;0,197;0,296;80,006;audio_features;spotify:track:0k9RIzZtAo4DTQu0ZM6lNZ;https://api.spotify.com/v1/tracks/0k9RIzZtAo4DTQu0ZM6lNZ;https://api.spotify.com/v1/audio-analysis/0k9RIzZtAo4DTQu0ZM6lNZ;241400;4
Lauv-The Other;5JZ7CnR6gTvEMKX4g70Amv;3ZD3kjn80pQ9keYO8eqp9d;97;;92;;766,425;55,778,306; day; 2015-03-31;0,38;0,553;7;-6,621;1;0,0653;0,421;0,00000263;0,0788;0,384;179,629;audio_features;spotify:track:3ZD3kjn80pQ9keYO8eqp9d;https://api.spotify.com/v1/tracks/3ZD3kjn80pQ9keYO8eqp9d;https://api.spotify.com/v1/audio-analysis/3ZD3kjn80pQ9keYO8eqp9d;189333;4
"Tanishk Bagchi-Raataan Lambiyan (From ""Shershaah"")";4f7KfxeHq9BiylGmyXepGt;2rOnSn2piaqLAlYjtfUBlY;57;;60;;1,299,163;55,697,121; day; 2021-07-30;0,72;0,63;10;-5,549;1;0,0413;0,615;0;0,108;0,512;81,009;audio_features;spotify:track:2rOnSn2piaqLAlYjtfUBlY;https://api.spotify.com/v1/tracks/2rOnSn2piaqLAlYjtfUBlY;https://api.spotify.com/v1/audio-analysis/2rOnSn2piaqLAlYjtfUBlY;230292;4
Iggy Azalea-Fancy;5yG7ZAZafVaAlMTeBybKAL;5GJwmgyFOO0kHhTkgQP2Sp;193;;22;;806,228;55,662,484; day; 2014-01-01;0,911;0,716;8;-4,137;1;0,112;0,0922;0;0,049;0,348;95,018;audio_features;spotify:track:5GJwmgyFOO0kHhTkgQP2Sp;https://api.spotify.com/v1/tracks/5GJwmgyFOO0kHhTkgQP2Sp;https://api.spotify.com/v1/audio-analysis/5GJwmgyFOO0kHhTkgQP2Sp;199938;4
Kiesza-Hideaway;4zxvC7CRGvggq9EWXOpwAo;7jjoaCQZ9QwpCF6aibDuCV;182;;27;;616,754;55,607,323; day; 2014-07-07;0,861;0,592;7;-6,956;0;0,0472;0,0939;0,0126;0,065;0,202;122,967;audio_features;spotify:track:7jjoaCQZ9QwpCF6aibDuCV;https://api.spotify.com/v1/tracks/7jjoaCQZ9QwpCF6aibDuCV;https://api.spotify.com/v1/audio-analysis/7jjoaCQZ9QwpCF6aibDuCV;251987;4
Dean Martin-Baby, It's Cold Outside;49e4v89VmlDcFCMyDv9wQ9;4MrfQL4TYQXJBlZYpAHTuE;37;;39;;3,372,452;55,585,008; day; 1959-01-01;0,439;0,196;0;-16,093;1;0,0601;0,88;0;0,0513;0,525;129,581;audio_features;spotify:track:4MrfQL4TYQXJBlZYpAHTuE;https://api.spotify.com/v1/tracks/4MrfQL4TYQXJBlZYpAHTuE;https://api.spotify.com/v1/audio-analysis/4MrfQL4TYQXJBlZYpAHTuE;143733;4
Martin Garrix-Don't Look Down;60d24wfXkVzDSfLS6hyCjZ;5M9jOReAKGZ2AttVefFjTY;135;;36;;835,289;55,555,789; day; 2015-03-17;0,575;0,831;0;-5,972;1;0,0356;0,00406;0,000449;0,111;0,377;127,991;audio_features;spotify:track:5M9jOReAKGZ2AttVefFjTY;https://api.spotify.com/v1/tracks/5M9jOReAKGZ2AttVefFjTY;https://api.spotify.com/v1/audio-analysis/5M9jOReAKGZ2AttVefFjTY;223140;4
Davi Kneip-sentaDONA (Remix) s2;6rygauyIMQJrXRC4e5rQJP;3sd2p4kE7xQmFH3lPnFl6h;55;;35;;1,693,912;55,517,548; day; 2022-03-17;0,925;0,454;3;-3,533;0;0,273;0,252;0,00000419;0,128;0,771;135,02;audio_features;spotify:track:3sd2p4kE7xQmFH3lPnFl6h;https://api.spotify.com/v1/tracks/3sd2p4kE7xQmFH3lPnFl6h;https://api.spotify.com/v1/audio-analysis/3sd2p4kE7xQmFH3lPnFl6h;125245;4
Crissin-Poblado;6VOoiigTiLVgsMQPP1JOdC;7xT1n5JKpB0bMPh6FL589e;46;;54;;1,563,356;55,462,023; day; 2020-12-11;0,894;0,709;3;-7,478;0;0,118;0,00914;0;0,101;0,462;93,048;audio_features;spotify:track:7xT1n5JKpB0bMPh6FL589e;https://api.spotify.com/v1/tracks/7xT1n5JKpB0bMPh6FL589e;https://api.spotify.com/v1/audio-analysis/7xT1n5JKpB0bMPh6FL589e;201597;4
Alan Walker-Tired;7vk5e3vY1uw9plTHJAMwjN;3b5Li4QKDVBx1x7fQuu54a;96;;104;;826,033;55,411,812; day; 2017-05-19;0,69;0,876;2;-4,159;1;0,059;0,0428;0;0,147;0,493;123,994;audio_features;spotify:track:3b5Li4QKDVBx1x7fQuu54a;https://api.spotify.com/v1/tracks/3b5Li4QKDVBx1x7fQuu54a;https://api.spotify.com/v1/audio-analysis/3b5Li4QKDVBx1x7fQuu54a;192112;4
Maluma-El Perdedor;1r4hJ1h58CWwUQe3MxPuau;1iEwyiSLAunPR6uouANE0O;140;;77;;596,971;55,406,402; day; 2015-10-30;0,702;0,73;0;-5,173;0;0,099;0,425;0,00000125;0,148;0,879;173,967;audio_features;spotify:track:1iEwyiSLAunPR6uouANE0O;https://api.spotify.com/v1/tracks/1iEwyiSLAunPR6uouANE0O;https://api.spotify.com/v1/audio-analysis/1iEwyiSLAunPR6uouANE0O;206693;4
Bad Bunny-Pero Ya No;4q3ewBCX7sLwd24euuV69X;75pQqzwgCjUOSSy5CpmAjy;41;;14;;3,702,864;55,364,717; day; 2020-02-29;0,882;0,612;4;-6,103;1;0,118;0,0475;0,00000507;0,182;0,742;147,982;audio_features;spotify:track:75pQqzwgCjUOSSy5CpmAjy;https://api.spotify.com/v1/tracks/75pQqzwgCjUOSSy5CpmAjy;https://api.spotify.com/v1/audio-analysis/75pQqzwgCjUOSSy5CpmAjy;160638;4
